Citations,Publication Year,Discipline,Sub-topic,Title,Author,Key,Abstract Note,Language
26,1942,political_science_ir,Regulative,Governmental Censorship in War-Time,"Price, Byron",QVLU8DNM,"To a free people, the very word “censorship” always has been distasteful. In its theory, it runs counter to all democratic principles; in practice, it can never be made popular, can never please anyone. Everything the censor does is contrary to all that we have been taught to believe is right and proper. The Post Office Department, for example, has two proud mottoes: “The mail must go through,” and “The privacy of the mail must be protected at all hazards.” But censorship stops the mail, it invades the privacy of the mail, it disposes of the mail as may seem best. The same thing holds true in the publishing business. Censorship limits the lively competition and free enterprise of reporters. It relegates many a scoop to the waste basket. It wields a blue pencil—both theoretical and actual—on news stories, magazine articles, advertisements, and photographs. Censorship also enters the radio industry, where it may edit scripts and in some cases stop entire programs. Yet even the most vociferous critics of the principle of censorship agree that in war-time some form and amount of censorship is a necessity. It then becomes not merely a curtailment of individual liberty, but a matter of national security. It is one of the many restrictions that must be imposed on people fighting for the right to throw off those restrictions when peace returns.",en
49,1945,history_book_history,Regulative,Bookburning and Censorship in Ancient Rome: A Chapter from the History of Freedom of Speech,"Cramer, Frederick H.",RCXPWBBK,,en
4,1952,sociology_anthropology,Regulative,Censura y libertad,JM García Escudero,V9I86YJS,… censura para proletarios no puede ser nunca una censura … una censura para burgueses (si es que la censura oficial ha … reflejar la censura social) debe ser una censura exclusivamente …,es
473,1960,censorship_studies,Regulative,Censorship of obscenity: the developing constitutional standards,"WB Lockhart, RC McClure",HE6HMCEQ,The authors discuss the constitutional criteria controlling recent decisions of the United States Supreme Court in the area of obscenity censorship and demonstrate that substantial …,en
2,1967,communication_media_studies,Regulative,Censure et société,"Burgelin, Olivier",368JVTVA,"Burgelin Olivier. Censure et société. In: Communications, 9, 1967. La censure et le censurable. pp. 122-148.",fr
274,1969,political_philosophy,Regulative,Obscenity and Public Morality: Censorship in a Liberal Society.,HM Clor,6ZXYYZF8,"ERIC - ED040213 - Obscenity and Public Morality: Censorship in a Liberal Society., 1969 … Obscenity and Public Morality: Censorship in a Liberal Society. … Chapters are devoted to (1) …",en
0,1969,history_book_history,Regulative,Dr Bowdler's legacy: a history of expurgated books,Perrin Noel,XNIIZ2ZS,,en
100,1970,history_book_history,Regulative,Histoire de la censure théâtrale en France,V Hallays-Dabot,8ZDZLU6R,"Il n'existe pas uniquement par la peinture des pas-sions de l'âme et des caractères humains; il a une autre vie, vie moins apparente, mais plus curieuse peut-être. Le théâtre est une …",fr
62,1970,history_book_history,Regulative,A Long Time Burning: The History of Literary Censorship in England,"Kruppa, Patricia S.; Thomas, Donald",26HD2H2M,,en
3,1971,history_book_history,Regulative,Le régime de la censure,José Cardoso Pires; Jacques Fressard,RJAI3J6A,"Le Portugal, avec quatre ceut vingt années de censure en cinq siècles d'Imprimerie, représente une expérience cul turelle au taux de répression de 84/o. Au fil des géné rations et des …",fr
1,1971,censorship_studies,Regulative,La censura e il censore,G Pollorini,ZB7S3YXF,,und
128,1973,history_book_history,Regulative,The Soviet Censorship.,"M Dewhirst, R Farrell",99WXA9QN,"… in which censorship is viewed in the USSR and how it works in practice; ""Self-Censorship,"" … under the Soviet system of censorship; ""The System of Formal Censorship""; ""The Unofficial …",en
434,1974,censorship_studies,Regulative,Libel and press self-censorship,DA Anderson,VWN2KTAA,"… censorship primarily because it does little to reduce the cost of defending against libel claims. Instead, it perpetuates a system of censorship … censorship; it is more accurately censorship …",en
13,1974,history_book_history,Regulative,Censorship—an old story,RL Darling,E2PQI62K,"… The objects of censorship change, even the general … Censorship is peculiarly a new story as it relates to children's books. It is all but impossible to find a record of censorship of …",en
0,1974,education_pedagogy,Regulative,http://www.jstor.org Censorship—An Old Story,"Darling, Richard L.",4VXSDI7V,,en
127,1975,communication_media_studies,Regulative,The First Casualty,Knightley Phillip,KLS4CEHX,,und
20,1975,arts_literary_cultural_studies,Regulative,La Raquel de Huerta y la censura,"Andioc, Rene",7MTBTA2R,,es
0,1977,history_book_history,Regulative,La censure des films en France et la crise politique de 1934,"Pithon, Rémy",2I67XV69,,fr
3,1978,history_book_history,Regulative,CENSURA Y PRÁCTICA CENSORIA,"Abellán, Manuel L",Z9B7BIE7,,und
73,1979,education_pedagogy,Regulative,Dealing with Censorship.,JE Davis,TF6GAL2H,"… discuss the censorship problems of the 1970s, this book' presentsarticles … censorship, define the issues and Pressures that surround the subject, and suggest ys to handle censorship …",en
23,1979,history_book_history,Regulative,"Ottoman Censorship in Lebanon and Syria, 1876–1908","Cioeta, Donald J.",TQ7MWTCQ,"Since the first printed books and newspapers, official censorship has been the norm, not the exception. Although we often regard freedom of the press as an integral part of Anglo-American law, the principle was only established after 1688. The English press did not completely escape such press control measures as seditious libel prosecutions and confiscatory taxes until the 1860s. 1 Official censorship in the United States has been directed against left-wing agitation, alleged pornography, and most recently, exposure of national secrets. France and Germany have suffered various degrees of official censorship, including the most draconian. Russia has scarcely known any period in which both preand postpublication censorship was not practiced. In view of the universality of censorship, Ottoman censorship in Lebanon and Syria deserves close examination in its historical context instead of the unanimous condemnation accorded it heretofore.",en
